Folio,Porcion Viaje,"Fecha Llegada 
(Mes/Dia/Año)",Fecha Partida (Mes/Dia/Año) ,"Pueblo, Municipio Partida",Estado/Departamento,País ,Latitude , Longitude,Elevation (meters),Tiempo Ubicacion,Metodo de Transporte (Tiempo en Transito),Paradas Interinas,Comentarios,Cargaba niños?,Grabacion,Iniciales Revisor,,,,,,
121,2,9/16/2023,9/16/2023,,,Nicaragua,12.149766000,-86.207175000,67,,Bus (4 horas),,,,,,,,,,,
121,3,9/16/2023,9/16/2023,,,Honduras,14.082970790,-87.205042880,935,2 horas,Bus (8 horas),,,,,,,,,,,
121,5,9/17/2023,9/17/2023,Tecún Umán,San Marcos,Guatemala,14.651817000,-90.455039000,1485,,Carro (2 horas),,,,,,,,,,,
121,6,9/17/2023,9/18/2023,Tapachula,Chiapas,México,14.909851290,-92.260796590,158,1 dia/noche,Caminando (3horas),,,,,,,,,,,
121,7,9/18/2023,9/18/2023,Juchitan,Oaxaca,México,16.438196000,-95.024284000,22,,Bus (5 horas),,,,,,,,,,,
121,8,9/19/2023,9/20/2023,Oaxaca,Oaxaca,México,17.068995000,-96.732456000,1570,,Bus (13 horas),,,,,,,,,,,
121,9,9/21/2023,9/22/2023,CDMX,Estado de México,México,19.368636180,-99.132644040,2239,,Bus (14 horas),,,,,,,,,,,
121,10,9/23/2023,,Saltillo,Coahuila,México,25.404099650,-101.024833500,1590,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
122,1,1/1/2000,8/6/2023,,,Venezuela,10.500910000,-66.954500000,997,,,,,Viajaba sin ninos,,"DW, MP",,,,,,
122,2,8/7/2023,8/8/2023,Medellín,,Colombia,6.242907000,-75.582700000,1479,,2 días,,estancia de 1 día,,,,,,,,,
122,3,9/8/2023,8/8/2023,Necoclí,Antioquia,Colombia,8.426230000,-76.784700000,5,,medio día,,,,,,,,,,,
122,4,8/8/2023,8/11/2023,Darién,,Panamá,7.717563426,-77.564689976,216,,lancha,,2 dias y medio en la selva,,,,,,,,,
122,5,8/11/2023,8/13/2023,,,Panamá,8.973344000,-79.541900000,10,,,,estancia de 3 días en el refugio,,,,,,,,,
122,6,8/13/2023,,,,Costa Rica,9.942346000,-84.153900000,1007,,en pié,,,,,,,,,,,
122,7,,8/20/2023,,,Nicaragua,12.130430000,-86.293500000,136,,"en pié, 6-7 dias",,,,,,,,,,,
122,8,,,,,Honduras,14.082000000,-87.209400000,958,,"en pié, varios días",,,,,,,,,,,
122,9,,,,,Guatemala,14.634020000,-90.524500000,1513,,"Bus, dos dias y medio",,,,,,,,,,,
122,10,9/11/2023,,Ciudad Hidalgo,Chiapas,México,14.622760000,-92.184700000,22,,"en pié, nadando, menos de un día",,estancia en el refugio apróx. 9 días,,,,,,,,,
122,11,,,Tapachula,Chiapas,México,14.907640000,-92.268100000,158,,,,,,,,,,,,,
122,12,,,Arriaga y área,Chiapas,México,16.235050000,-93.902500000,47,,,,,,,,,,,,,
122,13,,,CDMX,Estado de México,México,19.427520000,-99.139000000,2239,,"en pié, varios días",,,,,,,,,,,
122,14,,,Hacienda el Novillo (¿Aguascalientes?),,México,,,,,menciona un aventón,,,,,,,,,,,
122,15,6 dias,,SLP,SLP,México,22.161180000,-100.977000000,1870,6 dias,bus,,estancia de 3 días,,,,,,,,,
122,16,9/21/2023,,Saltillo,Coahuila,México,25.404100000,-101.025000000,1590,,en pié,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
123,1,1/1/2000,8/1/2023,Merida,Estado Merida,Venezuela,8.569053729,-71.178582694,1630,,,,"Dice que sale del Estado Merida, pero no especifica de cual municipio",,,,,,,,,
123,2,8/2/2023,8/2/2023,Medellin,Antioquia,Colombia,6.255124486,-75.589966230,1479,,Bus,,,,,,,,,,,
123,3,8/3/2023,8/5/2023,Necocli,Antioquia,Colombia,8.424064000,-76.785479000,5,1 dia,Bus,,,,,,,,,,,
123,4,8/6/2023,8/9/2023,Capurganá,Chocó,Colombia,8.635711000,-77.349729000,10,3 dias,Lancha,,,,,,,,,,,
123,5,8/9/2023,8/10/2023,"Montaña ""La Llorona""",Guna Yala,Panama,8.722110000,-77.585399000,99,1 noche,Caminando,,"dice que se quedaron por un rio antes de subir la montaña de La Llorona, esta es una aproximacion de la ubicacion donde me parece se pudo haber quedado (con investigacion)",,,,,,,,,
123,6,8/11/2023,8/12/2023,Dos Bocas,Darien,Panama,8.650323072,-77.713367530,602,1 noche,,,"llegan a otro compamento, ubicacion aproximada",,,,,,,,,
123,7,8/12/2023,8/13/2023,Bajo Chiquito,Emberá-Wounaan,Panamá,8.457533557,-77.678325723,45,1 dia,Piragua,,,,,,,,,,,
123,8,8/13/2023,8/14/2023,Lajas Blancas,Emberá-Wounaan,Panamá,8.417491114,-77.802787865,43,1 dia,Piragua (4 horas),,Dice que llega al compamento de la ONU en Panama,,,,,,,,,
123,9,8/14/2023,8/14/2023,Meteti,Darien,Panamá,8.498367440,-77.978252707,69,,Bus,,Segundo campamento de la ONU,,,,,,,,,
123,10,8/15/2023,8/15/2023,San José,San José,Costa Rica,9.931123,-84.078622,1165,,Bus,,"Nomas paso en bus, el no dice donde, pero parece lo mas comun es que paren en la terminal de San Jose",,,,,,,,,
123,11,8/16/2023,8/16/2023,Managua,Managua,Nicaragua,12.113088536,-86.230140760,174,,Bus,,Misma situacion que en Costa Rica,,,,,,,,,
123,12,8/16/2023,8/16/2023,San Pedro Sula,Cortés,Honduras,15.503789182,-88.010258036,90,,Bus,,De Panama a Honduras lo hizo todo seguido,,,,,,,,,
123,13,8/17/2023,8/18/2023,Ciudad de Guatemala,Guatemala,Guatemala,14.621554770,-90.517284220,1495,1 dia,,,Se quedaron en un refugio,,,,,,,,,
123,14,8/19/2023,8/28/2023,Ciudad Hidalgo,Chiapas,Mexico,14.679317161,-92.152480808,22,9 dias,Bus,,,,,,,,,,,
123,15,8/29/2023,8/29/2023,Tuxtla Gutierrez,Chiapas,México,16.744533880,-93.108430120,535,,Bus,,,,,,,,,,,
123,16,8/29/2023,8/31/2023,Arriaga,Chiapas,México,16.233446260,-93.910153100,47,2 dias,Bus,,,,,,,,,,,
123,17,8/31/2023,8/31/2023,Juchitan,Oaxaca,México,16.438196000,-95.024284000,22,,,,,,,,,,,,,
123,18,9/1/2023,9/3/2023,Oaxaca,Oaxaca,México,17.068995000,-96.732456000,1570,1-2 dias,,,,,,,,,,,,
123,19,9/3/2023,9/6/2023,CDMX,Estado de Mexico,México,19.368636180,-99.115821210,2239,2 dias,Bus (8 horas),,,,,,,,,,,
123,20,9/7/2023,9/7/2023,Guadalajara,Jalisco,México,20.668300000,-103.357000000,1551,,Tren,,,,,,,,,,,
123,21,9/8/2023,9/8/2023,Leon,Guanajuato,México,21.126836216,-101.691878985,1804,,Bus,,,,,,,,,,,
123,22,9/9/2023,9/20/2023,San Luis Potosi,San Luis Potosi,México,22.168753080,-100.976702800,1865,11-12 dias,Bus,,Se quedan en Casa de Migrante,,,,,,,,,
123,23,9/21/2023,,Saltillo,Coahuila,México,25.404099650,-101.024833500,1590,,Tren + Aventon,,"Iban a Torreon pero los bajaron en Saltillo, de ahi agarraron aventon",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
124,7,,,Tuxtla Gutierrez,Chiapas,México,16.744533880,-93.108430120,535,,,,,,,,,,,,,
124,8,,,Oaxaca,Oaxaca,México,17.068995000,-96.732456000,1570,,,,,,,,,,,,,
124,9,,,Puebla,Puebla,México,19.031266120,-98.210725950,2145,,,,,,,,,,,,,
124,10,,,CDMX,Estado de Mexico,México,19.368636180,-99.115821210,2239,,Bus,,,,,,,,,,,
124,11,,,Monterrey,Nuevo Leon,México,25.706227150,-100.321377300,569,,Uber,,,,,,,,,,,
124,12,9/23/2023,,Saltillo,Coahuila,México,25.404099650,-101.024833500,1590,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
125,1,1/1/2000,7/26/2023,,,Honduras,14.082970790,-87.205042880,935,,Mototaxi a terminal,,3 horas en cruzar Honduras,,,"DW, AM",,,,,,
125,2,7/26/2023,7/27/2023,Tecun Uman,San Marcos,Guatemala,14.651817000,-90.455039000,1485,1 noche,"Balsa (cruzaron rio), caminando (3 horas), combi",,,,,,,,,,,
125,3,7/27/2023,9/20/2023,Tapachula,Chiapas,México,14.909851290,-92.260796590,158,3 meses,Bus,,,,,,,,,,,
125,4,9/21/2023,9/21/2023,CDMX,Estado de Mexico,México,19.368636180,-99.115821210,2239,,Bus ,,9 horas en cruzar El Salvador-Guatemala,,,,,,,,,
125,5,9/22/2023,9/23/2023,Monterrey ,Nuevo Leon,México,25.706227150,-100.321377300,569,,Bus,,,,,,,,,,,
125,6,9/23/2023,,Saltillo,Coahuila,México,25.404099650,-101.024833500,1590,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
126,1,1/1/2000,7/24/2023,,,Honduras,,,,,1 dia,,,,,AM,,,,,,
126,2,,,Ciudad de Guatemala,Guatemala,Guatemala,14.621554770,-90.517284220,1495,,1 dia,,,,,,,,,,,
126,3,7/26/2023,,Tecun Uman,San Marcos,Guatemala,14.651817000,-90.455039000,1485,,,,,,,,,,,,,
126,4,7/26/2023,8/30/2023,Tapachula,Chiapas,México,14.909851290,-92.260796590,158,1 mes,Bus (1 noche) + Caminando (varias noches),,,,,,,,,,,
126,5,9/3/2023,9/3/2023,Juchitan,Oaxaca,México,16.438196000,-95.024284000,22,,Caminando (5-6 horas) + combi,,,,,,,,,,,
126,6,9/3/2023,9/3/2023,Oaxaca,Oaxaca,México,17.068995000,-96.732456000,1570,,Bus (5 horas),,,,,,,,,,,
126,7,9/3/2023,9/5/2023,Tehuacán,Puebla,México,18.466727191,-97.401123445,1647,2 noches,40 min,,,,,,,,,,,
126,8,9/5/2023,9/5/2023,Azumbilla,Puebla,México,18.643689682,-97.397892031,2034,,Combi (40 min),,,,,,,,,,,
126,9,9/5/2023,9/8/2023,Cañada Morelos,Puebla,México,18.736934728,-97.420388268,2300,3 noches,,,,,,,,,,,,
126,10,,,Guardarraya?,Puebla,México,,,,4 dias,,,,,,,,,,,,
126,11,,,Puebla,Puebla,México,19.031266120,-98.210725950,2145,,,,,,,,,,,,,
126,12,9/15/2023,9/22/2023,CDMX,Estado de Mexico,México,19.368636180,-99.115821210,2239,7 dias,,,,,,,,,,,,
126,13,9/23/2023,,Saltillo,Coahuila,México,25.404099650,-101.024833500,1590,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
127,1,1/1/2000,,Paysandú,Paysandú,Uruguay,-32.317122714,-58.079128066,41,,Bus + Lancha (10 dias),,,,,AM,,,,,,
127,2,,,Mayor Infante Rivarola?,Boquerón,Paraguay,-21.682763463,-62.399787436,275,,,dijo que nunca toco Paraguay??,,,,,,,,,,
127,3,,,Viña Del Mar,Valparaíso,Chile,-33.015384793,-71.549740554,19,15 dias,,,Se quedo con amigos,,,,,,,,,
127,4,,,Tacna,Tacna,Peru,-18.006891140,-70.247654993,590,,,,Frontera: Arica del lado de Chile,,,,,,,,,
127,5,,6/26/2023,,Lima,Peru,-12.050619621,-77.049666867,128,3 dias,(12 horas),,,,,,,,,,,
127,6,,,,,Ecuador,-1.440236912,-78.341399489,2696,1 dia,Bus,,,,,,,,,,,
127,7,6/28/2023,,Cali,Valle del Cauca,Colombia,3.451940243,-76.536673229,1002,,Bus,,,,,,,,,,,
127,8,6/29/2023,,Medellin,Antioquia,Colombia,6.255124486,-75.589966230,1479,2 dias,Combi,,Terminal del Norte,,,,,,,,,
127,9,,,Turbo,Antioquia,Colombia,8.094863636,-76.728275665,5,,Lancha,,,,,,,,,,,
127,10,,,Acandí,Chocó,Colombia,8.510121000,-77.278240000,9,,Caminando (2-3 dias),,,,,,,,,,,
127,11,,,ONU Campamento,Darien,Panama,7.717563426,-77.564689976,216,5 dias,Bus,,,,,,,,,,,
127,12,,8/22/2023,David,Chiriquí,Panama,8.401502236,-82.443805944,17,15 dias (enfermo),,,,,,,,,,,,
127,13,8/22/2023,,Puso Canoas,Puntarenas,Costa Rica,8.536116095,-82.844435316,132,,Caminando (~5 dias),,,,,,,,,,,
127,14,,,Savegre,Puntarenas,Costa Rica,9.330419425,-83.956078280,14,,Bus,,,,,,,,,,,
127,15,,,Puntarenas,Puntarenas,Costa Rica,9.977854131,-84.829919346,5,,Bus,,,,,,,,,,,
127,16,,,Liberia,Guanacaste,Costa Rica,10.634939162,-85.442949759,140,,Bus,,,,,,,,,,,
127,17,,,La Cruz,Guanacaste,Costa Rica,11.070757757,-85.630376163,242,,Bus,,,,,,,,,,,
127,18,,,Peñas Blancas,Guanacaste,Costa Rica,11.211175479,-85.613011731,47,1 noche,Bus,,,,,,,,,,,
127,19,,,Managua,Managua,Nicaragua,12.113088536,-86.230140760,174,,,,,,,,,,,,,
127,20,,,Guasaule,Chinandega,Nicaragua,13.062305563,-86.950849427,39,,Caminando (~15 horas),,,,,,,,,,,
127,21,,,Choluteca,Choluteca,Honduras,13.301162259,-87.193435586,50,1 noche,Caminando + 4 Aventones ,,,,,,,,,,,
127,22,,,Tegucigalpa,Francisco Morazán,Honduras,14.065252560,-87.210470400,977,,Bus,,,,,,,,,,,
127,23,,,San Pedro Sula,Cortés,Honduras,15.503789182,-88.010258036,90,,Bus,,,,,,,,,,,
127,24,,,Puerto Cortés,Cortés,Honduras,15.825311957,-87.928365345,7,,Caminando,,,,,,,,,,,
127,25,,,Corinto,Cortés,Honduras,15.584840344,-88.370891648,21,,Caminando,,,,,,,,,,,
127,26,,,Puerto Barrios,Izabal,Guatemala,15.696832737,-88.583581683,14,,Caminando,,,,,,,,,,,
127,27,,,Tenedores,Izabal,Guatemala,15.559055016,-88.625428234,33,,Combi,,,,,,,,,,,
127,28,,,Dartmouth,Izabal,Guatemala,15.516704943,-88.783259778,40,,Aventon + Caminando,,,,,,,,,,,
127,29,,,La Libertad,Peten,Guatemala,16.788270264,-90.117888685,187, ,Aventon + Caminando,,,,,,,,,,,
127,30,,,El Ceibo,Peten,Guatemala,17.258856664,-90.982705406,55,,Caminando,,"Cruzo frontera por ""Las Piedras""",,,,,,,,,
127,31,,,La Palma,Tabasco,México,17.444258244,-91.136212709,54,1 noche,Caminando + Migra,,,,,,,,,,,
127,32,,,Tenosique,Tabasco,México,17.472589049,-91.424918710,28,1 dia + 1 noche,Caminando (3 dias),,,,,,,,,,,
127,33,,,Palenque,Chiapas,México,17.510989328,-91.990896296,65,1 noche,Caminando (~12 horas),,,,,,,,,,,
127,34,,,Salto de Agua,Chiapas,México,17.555974005,-92.342089456,17,,Caminando,,,,,,,,,,,
127,35,,,Coatzalcoalcos,Veracruz,México,18.135839665,-94.453546830,27,,Tren,,,,,,,,,,,
127,36,,,Tierra Blanca,Veracruz,México,18.445438240,-96.352054030,71,~6 horas,Tren,,,,,,,,,,,
127,37,,,Orizaba,Veracruz,México,18.857310760,-97.107383180,1249,1 noche,Tren,,,,,,,,,,,
127,38,,,Córdoba,Veracruz,México,18.882892582,-96.923137843,825,,Tren (1 dia),,,,,,,,,,,
127,39,,,Apizaco,Tlaxcala,México,19.411035160,-98.143309850,2429,3 dias / 3 noches,Aventon,,,,,,,,,,,
127,40,,,San Pablo Tolimán,Queretaro,México,20.856587286,-99.898865126,1671,,Bus,,,,,,,,,,,
127,41,,,Celaya,Guanajuato,México,20.529111290,-100.826570200,1757,,Bus,,,,,,,,,,,
127,42,,,Escobedo,Guanajuato,México,20.668253540,-100.747274100,1788,,Tren + Caminando,"Villa de Reyes, San Felipe, Luis Maria",,,,,,,,,,
127,43,,,Villa de Reyes,San Luis Potosi,México,21.805965235,-100.934357713,1835,1 noche ,Caminando,,,,,,,,,,,
127,44,,,Jesus Maria ?,San Luis Potosi,México,21.921267508,-100.908694868,1830,1 noche,Caminando,,,,,,,,,,,
127,45,,,San Luis Potosi,San Luis Potosi,México,22.168753080,-100.976702800,1865,,Tren,,,,,,,,,,,
127,46,9/22/2023,,Saltillo,Coahuila,México,25.404099650,-101.024833500,1590,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
128,1,1/1/2000,9/2/2023,La Ceiba,Atlantida,Honduras,15.781200000,-86.787300000,14,,,,,Viaja sin ninos,,DWm MP,,,,,,
128,2,9/2/2023,9/2/2023,San Pedro Sula,Cortés,Honduras,15.504970000,-88.023900000,90,horas,,,,,,,,,,,,
128,3,9/2/2023,,Puerto Cortés,Cortés,Honduras,15.825311957,-87.928365345,7,,,,"Corinto, entrada a Guatemala; estancia de 9 días. En esta estancia estuvo trabajando de albañil",,,,,,,,,
,4,9/2/2023,,Corinto,,Nicaragua,,,,,,,Estancia de 9 dias,,,,,,,,,
,5,9/11/2023,,La Tecnica,,Guatemala,,,,,,,,,,,,,,,,
128,6,9/23/2023,,Salto de Agua,Chiapas,México,,,17,día y medio,autobus,,,,,,,,,,,
128,7,,,Palenque,Chiapas,México,17.508720000,-91.984300000,65,,,,,,,,,,,,,
128,8,,,Coatzalcoalcos,Veracruz,México,18.135839665,-94.453546830,27,,,,,,,,,,,,,
,,9/19/2023,9/20/2023,Apizaco,Tlaxcala,México,19.411035160,-98.143309850,2429,,,,Descansan 1 noche aqui,,,,,,,,,
128,9,,,San Luis Potosí,SLP,Mexico,22.161180000,-100.977000000,1870,,tren,El tren hace una parada corta en Celaya pero no se baja,Estancia de una noche en Casa de MIgrante,,,,,,,,,
128,10,9/25/2023,,Saltillo,Coahuila,México,25.404099650,-101.024833500,1590,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
129,1,1/1/2000,5/6/2023,Marcala,La Paz,Honduras,14.153300000,-88.038400000,1265,,,,,No viajo con niños,,"DW, MP",,,,,,
129,2,,,,,El Salvador,13.700370000,-89.212200000,710,2 dias,coche,,Paso por montes. ,,,,,,,,,
129,3,5/9/2023,,Momostenango,Totonicapán,Guatemala,15.047470000,-91.408700000,2194,4 horas,,,,,,,,,,,,
129,4,,,Tapachula,Chiapas,México,14.909851290,-92.260796590,158,N/A,N/A,,estancia de 1 día en la Casa del Migrante,,,,,,,,,
129,5,5/11/2023,5/12/2023,CDMX,México,México,19.427520000,-99.139000000,2239,,Bus,,,,,,,,,,,
129,6,,9/24/2023,Celaya,Guanajuato,México,20.522180000,-100.813000000,1757,,autobus,,estancia de 4 meses,,,,,,,,,
129,7,,9/25/2023,Saltillo,Coahuila,México,25.404099650,-101.024833500,1590,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
130,1,1/1/2000,01-01-23,Sao Paolo,Sao Paolo,Brazil,-23.567263,-46.678376,748,,,,,"Su hija nacio en el camino. La ha podido cargar en el trayecto de Villahermosa a Tegucigalpa (cuando su esposa se encunetra con el y se regresana Honduras). Pero el hizo su trayecto solo mayoritariamente. Su esposa y el se separarron, y solo se encontraron esa vez. ",,"DW, MP",,,,,,
130,2,mediados de enero,,,Mato Grosso,Brazil,-12.821019,-56.327603,403,,15-20 días,"3 o 4 paradas, en albergues, estancia de varios días",,,,,,,,,,
130,3,,,Sant Cruz,Santa Cruz,Bolivia,-17.793259,-63.198765,422,,,,,,,,,,,,,
130,4,,,Cochabamba,Cochabamba,Bolivia,-17.381281,-66.171121,2573,,,,,,,,,,,,,
130,5,01/27/2023,2/3/2023,La Paz,La Paz,Bolivia,-16.510307,-68.135062,3677,,,,"Estuvo 1 semana aqui, pidio asisitencia a Caritas y le dieron alojamiento",,,,,,,,,
130,6,2/4/2023,02/11-12/2023,Desaguadero,Puno,Perú,-16.565139,-69.043068,3830,,"1 semana, bus",,,,,,,,,,,
130,7,,,Lima,,Perú,-12.076892,-155.562598,128,,,,,,,,,,,,,
130,8,,,Piura,Piura,Perú,-5.19981,-80.628457,35,,,,,,,,,,,,,
130,9,,,Tumbes,Tumbes,Perú,-3.570228,-80.455233,13,,,,,,,,,,,,,
130,10,,,Guayaquil,Guayas,Ecuador,-2.190845,-79.894119,8,,,,,,,,,,,,,
130,11,,,Quito,Pichinca,Ecuador,-0.219195,-78.514893,2837,,"desde Desaguadero hasta acá unos 20-25 días, en autobuses","paradas de descanso, de Caritas",,,,,,,,,,
130,12,,,Cali,Valle de Cuca,Colombia,3.44799,-76.529567,1002,,a pie,,,,,,,,,,,
130,13,fines de marzo,,Medellín,Antioquia,Colombia,6.244712,-75.58242,1479,,a pie,,,,,,,,,,,
130,14,,,Turbo,Antioquia,Colombia,8.093361,-76.728871,5,,,,,,,,,,,,,
130,15,,,Darién,,Panamá,7.717563426,-77.56469,216,,llegada en lancha,,,,,,,,,,,
130,16,04/710/2023,,Ciudad de Panamá,,Panamá,8.987121507,-79.50992315,17,"estancia de una semana en el albergue, unos diás en otro albergue","caminando, nadando",,cruza la frontera a Costa Rica en pié,,,,,,,,,
130,17,,mediados de abril,San José,,Costa Rica,9.931123,-84.078622,1165,,"en pié, aventón",,"Camina casi todo Costa Rica, cuando ya lleva la mitad del pais consigue el aventon. Lo dejan un par de horas antes de la frontera",,,,,,,,,
130,,,fines de abril,,,Nicaragua,12.11308854,-86.2301408,174,,"apróx. Una semana, en pié, autobús",,,,,,,,,,,
130,18,fines de abril,fines de junio,Choluteca,Choluteca,Honduras,13.30269,-87.185644,50,estancia de mes y medio,"en pié, autobús",,,,,,,,,,,
130,19,,,Tegucigalpa,Francisco Morazán,Honduras,14.105068,-87.206199,977,,,,"Se establece 1 mes y medio en Choluteca, y va visitando pueblos en Honduras, esperando a su esposa. Nunca aprece y ahi es cuando sigue con el viaje el 25 de junio",,,,,,,,,
130,20,,,San Pedro Sula,Cortés,Honduras,15.50378918,-88.01025804,90,,,,,,,,,,,,,
130,21,,,Corinto,Cortés,Honduras,15.58484034,-88.37089165,21,,,Menciona Puerto Barrios,,,,,,,,,,
130,22,,fin de junio (28 mas o menos),La Ruidosa,Izabal,Guatemala,15.505996,-88.819921,59,,2-3 días cruzando,,,,,,,,,,,
130,23,,,Flores,Petén,Guatemala,16.91632984,-89.8928,134,,,,,,,,,,,,,
130,24,,,El Ceibo,Peten,Guatemala/Mexico,17.25885666,-90.98270541,55,,,,,,,,,,,,,
130,25,,,Tenosique,Tabasco,México,17.477738,-91.433141,28,,cruza la frontera en lancha,,,,,,,,,,,
130,26,,,Palenque,Chiapas,México,17.508636,-91.98393,65,,caminando,,,,,,,,,,,
130,27,,,Salto de Agua,Chiapas,México,17.55597401,-92.34208946,17,,caminando,,,,,,,,,,,
130,28,,,Emilio Zapata,Tabasco,México,17.697258,-91.670685,7,,caminando,,,,,,,,,,,
130,29,,,Villahermosa,Tabasco,México,17.98917027,-92.9449383,20,estancia de una semana en un albergue,caminando,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,"Según se regresa a Honduras con su esposa a principios de julio, se queda ahí un mes y medio hasta principios de sept. Y de ahí se va a Tegucicalpa y repite su trayecto a Villahermosa",,,,,,,Bus,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
130,1,,Julio-finales de agosto,Tegucicalpa,Francisco Morazán,Honduras,14.105068,-87.206199,977,,Bus,,,,,,,,,,,
130,2,,Comienzos de septiembre,Villahermosa,Tabasco,México,17.98917027,-92.9449383,20,,"en pié, en combi, un par de días",,,,,,,,,,,
130,3,,09/14/2023,Coatzalcoalcos,Veracruz,México,18.13349,-94.4578,27,,combi,,Estancia de una noche (lo retiene migracion),,,,,,,,,
130,4,,09/15/2023,Acayucan,Veracruz,México,17.96560164,-94.9294669,83,,Lo lleva migracion,,,,,,,,,,,
130,5,9/15/2023,9/16/2023,Oluta,Veracruz,México,17.926940000,-94.899213000,78,,,,,,,,,,,,,
130,6,9/23/2023,9/25/2023,SLP,San Luis Potosi,México,22.168753080,-100.976702800,1865,"en pié, avenón",,,,,,,,,,,,
130,7,9/25/2023,,Saltillo,Coahuila,México,25.404099650,-101.024833500,1590,Tren,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
131,1,,18 de junio,,,Perú,,,,,,,aprox. 1h y media,,,DW,,,,,,
131,2,,,,,Ecuador,,,,,1 día,,,,,,,,,,,
131,3,,,,selva,Colombia,,,,,1 día,,,,,,,,,,,
131,4,20 de junio,29 de junio,,,Panamá,,,,aprox. 9 días en un albergue,5 días de Colombia a Panamá,,,,,,,,,,,
131,5,19 de julio,5 de sept,Ciudad Neily,provincia de Puntarenas,Costa Rica,8.648230474,-82.941146710,52,,,,,,,,,,,,,
131,6,,,Rio Claro,provincia de Puntarenas,Costa Rica,8.678648602,-83.065650050,31,,,,,,,,,,,,,
131,7,,,Uvita,provincia de Puntarenas,Costa Rica,9.163139652,-83.736126330,36,"mes y medio trabajando en construcción, no especifíca donde",9-10 días en pié,,,,,,,,,,,
131,8,5 de sept,,,,Nicaragua,,,,,1 día en buses y camionetas cruzando Nicaragua,,,,,,,,,,,
131,9,,,,,Honduras,,,,,1 día cruzando Honduras en buses,,,,,,,,,,,
131,10,7 de sept,10 de sept,,,Guatemala,,,,,"3 días en pié, burro, cruzando Guatemala",,,,,,,,,,,
131,11,13 de sept,,Tapachula,Chiapas,México,14.909850000,-92.260800000,177,,en pié,,,,,,,,,,,
131,12,,,San Pedro,Oaxaca,México,16.369065090,-94.194518110,58,,,,,,,,,,,,,
131,13,,,Arriaga,Chiapas,México,16.239107940,-93.897479470,47,,12h en pié,,,,,,,,,,,
131,14,,,Juchitán area,Oaxaca,México,16.441056630,-95.021702610,22,,,,,,,,,,,,,
131,15,,,Santa María Jalapa del Marqués,Oaxaca,México,16.431644720,-95.458559240,197,,,,,,,,,,,,,
131,16,,,Villahermosa,Tabasco,México,17.989170270,-92.944938300,20,,1-2 días,,,,,,,,,,,
131,17,,,La Venta,Tbsco,México,17.860474000,-93.000000000,,,3h,,"lo asaltan, se regresa a Chiapas",,,,,,,,,
131,18,,,Arriaga,Chiapas,México,16.239107940,-93.897479470,47,,,,,,,,,,,,,
131,19,,,,Oaxaca,México,,,,,,,Chiapas y Oaxaca le toma 3 días,,,,,,,,,
131,20,,,Puebla,Puebla,México,19.038027380,-98.202552130,2145,,"bus, en pié",,,,,,,,,,,
131,21,,,CDMX,Estado de Mexico,México,19.394545500,-99.115821210,2239,,,,,,,,,,,,,
131,22,,,Huehuetoca,Estado de México,México,19.827243610,-99.199961530,2258,,,,,,,,,,,,,
131,23,,,Celaya,Guanajuato,México,20.528290000,-100.814000000,1757,albergue,"tren, en pié",,,,,,,,,,,
131,24,,,SLP,SLP,México,22.161180000,-100.977000000,1870,,,,,,,,,,,,,
131,25,27 de sept,,Saltillo,Coahuila,México,25.404099650,-101.024833500,1590,,tren,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
132,5,9/8/2023,9/9/2023,Necocli,Antioquia,Colombia,8.424064000,-76.785479000,5,1 noche,Caminando,,Salieron a las 6 de la manana,,,AM,,,,,,
132,6,9/10/2023,9/11/2023,Pata de la Loma,Choco,Colombia,8.555033000,-77.427875000,290,,Caminando,,"Menciona 4to campamento, depues de investigar esta es la ubicacion aproximada",,,,,,,,,
132,7,9/12/2023,9/13/2023,Bajo Chiquito,Emberá-Wounaan,Panamá,8.457533557,-77.678325723,45,1 dia/noche,Lancha (2 horas),,,,,,,,,,,
132,8,9/13/2023,9/14/2023,Lajas Blancas,Emberá-Wounaan,Panamá,8.417491114,-77.802787865,43,1 dia,Bus (14 hrs),1am a 3pm,ONU de Panama esta ubicada en Lajas Blancas o Meteti,,,,,,,,,
132,9,9/14/2023,9/15/2023,Paso Canoas,Puntarenas,Costa Rica,8.536512595,-82.844617907,132,1 noche,Bus (24 hrs) + Taxi (a frontera) + caminando (1.5 hrs) + Taxi + Bus (3 hrs),salen a las 4pm,menciono frontera panama/costa rica,,,,,,,,,
